method,threshold,split,actual_rr,refreshes_per_sample,num_samples
sea_oracle,2.156957074962,calibration,0.5,49.5,64
sea_oracle,2.156957074962,test,0.5059974747474747,50.09375,192
sea_oracle,2.156957074962,all,0.5044981060606061,49.9453125,256
sea_oracle,2.202698735389,calibration,0.4925820707070707,48.765625,64
sea_oracle,2.202698735389,test,0.4980534511784512,49.307291666666664,192
sea_oracle,2.202698735389,all,0.4966856060606061,49.171875,256
sea_oracle,2.60867595028,calibration,0.4356060606060606,43.125,64
sea_oracle,2.60867595028,test,0.43707912457912457,43.270833333333336,192
sea_oracle,2.60867595028,all,0.43671085858585856,43.234375,256
sea_oracle,2.903672791905,calibration,0.3999368686868687,39.59375,64
sea_oracle,2.903672791905,test,0.4015151515151515,39.75,192
sea_oracle,2.903672791905,all,0.40112058080808083,39.7109375,256
sea_oracle,3.089478422188,calibration,0.38478535353535354,38.09375,64
sea_oracle,3.089478422188,test,0.3858901515151515,38.203125,192
sea_oracle,3.089478422188,all,0.38561395202020204,38.17578125,256
sea_oracle,3.658897119876,calibration,0.366635101010101,36.296875,64
sea_oracle,3.658897119876,test,0.36742424242424243,36.375,192
sea_oracle,3.658897119876,all,0.36722695707070707,36.35546875,256
sea_oracle,4.333264811849,calibration,0.3440656565656566,34.0625,64
sea_oracle,4.333264811849,test,0.34553872053872053,34.208333333333336,192
sea_oracle,4.333264811849,all,0.34517045454545453,34.171875,256
sea_oracle,5.131924542947,calibration,0.31392045454545453,31.078125,64
sea_oracle,5.131924542947,test,0.31434132996632996,31.119791666666668,192
sea_oracle,5.131924542947,all,0.3142361111111111,31.109375,256
sea_oracle,5.562762770833,calibration,0.30003156565656564,29.703125,64
sea_oracle,5.562762770833,test,0.3010311447811448,29.802083333333332,192
sea_oracle,5.562762770833,all,0.30078125,29.77734375,256
sea_oracle,6.077784455381,calibration,0.28125,27.84375,64
